"completeID","fresh_weight","width","height","diameter","thickness","accession","species","H_div_W","FW_div_W","FW_div_D","FW_div_H","FW_div_T","D_div_W","Area","dry_weight","Theo_Area","PartRatio","Pade_Peri","Pade_Derived_Diam"
"PARL 242-3-2",744.4,13.9,48.3,105.3,17.5,242,"O. cochinillifera",3.47482014388489,53.5539568345324,7.0693257359924,15.4120082815735,42.5371428571429,7.57553956834532,489.488,48.7066521264995,527.292764960145,0.305869459579616,210.658626494735,67.0547234231729
"PARL 242-3-3",627.2,16.3,33.6,80.5,15.6,242,"O. cochinillifera",2.06134969325153,38.478527607362,7.79130434782609,18.6666666666667,40.2051282051282,4.93865030674847,406.703,41.0381679389313,430.146866129514,0.120196304432512,161.512615095047,51.4110621281509
"PARL 242-3-4",348.9,12.4,30.9,72,11.1,242,"O. cochinillifera",2.49193548387097,28.1370967741935,4.84583333333333,11.2912621359223,31.4324324324324,5.80645161290323,291.273,22.8287895310796,300.933160287366,0.182544042583832,142.313085170645,45.2996619431322
"PARL 242-3-5",374.7,12.8,32.9,74.6,13.3,242,"O. cochinillifera",2.5703125,29.2734375,5.02278820375335,11.3890577507599,28.1729323308271,5.828125,306.453,24.5169029443839,330.746874569933,0.193445982504106,150.602295313476,47.9381994802501
"PARL 242-3-6",486.4,12.3,41.9,91.8,15.8,242,"O. cochinillifera",3.40650406504065,39.5447154471545,5.29847494553377,11.6085918854415,30.7848101265823,7.46341463414634,388.259,31.8255179934569,404.770651470143,0.298253019430563,183.226265640894,58.322731762034
"PARL 242-3-7",581.4,13.1,44.7,98.3,13.7,242,"O. cochinillifera",3.41221374045802,44.381679389313,5.91454730417091,13.006711409396,42.4379562043796,7.50381679389313,434.543,38.041439476554,459.905602540644,0.298894888710624,195.426636825288,62.2062305251384
"PARL 242-3-8",335.2,10.4,33.7,74.9,14,242,"O. cochinillifera",3.24038461538462,32.2307692307692,4.47530040053404,9.94658753709199,23.9428571428571,7.20192307692308,260.032,21.9323882224646,275.266348307538,0.279148091587353,148.394166550285,47.2353302649596
"PARL 242-4-1",352,11.6,31.7,72.6,13.1,242,"O. cochinillifera",2.73275862068966,30.3448275862069,4.84848484848485,11.1041009463722,26.8702290076336,6.25862068965517,281.938,23.0316248636859,288.80661264451,0.21548464176565,143.463421087805,45.6658252379964
"PARL 242-4-2",792.7,14.9,39.3,89.7,19,242,"O. cochinillifera",2.63758389261745,53.2013422818792,8.83723522853958,20.1704834605598,41.7210526315789,6.02013422818792,418.78,51.8669574700109,459.905602540644,0.202666085701447,179.016639265323,56.9827660695497
"PARL 242-4-3",558.9,13.3,41.2,94.1,12.5,242,"O. cochinillifera",3.09774436090226,42.0225563909774,5.9394261424017,13.5655339805825,44.712,7.07518796992481,426.091,36.5692475463468,430.366777615266,0.262068849423449,182.631066228414,58.1332739047908
"PARL 242-4-4",268,9.1,33.2,72.7,14.2,242,"O. cochinillifera",3.64835164835165,29.4505494505495,3.68638239339752,8.07228915662651,18.8732394366197,7.98901098901099,214.616,17.5354416575791,237.284493125637,0.324603613723879,143.911568952592,45.8084751338304
"PARL 242-4-5",235.9,8.4,30.6,67.7,15.4,242,"O. cochinillifera",3.64285714285714,28.0833333333333,3.48449039881832,7.70915032679739,15.3181818181818,8.05952380952381,201.525,15.4351145038168,201.87874391968,0.324023668639053,132.665842999338,42.228849385596
"PARL 242-4-6",270.8,9.5,32.4,71.4,12.4,242,"O. cochinillifera",3.41052631578947,28.5052631578947,3.79271708683473,8.35802469135803,21.8387096774194,7.51578947368421,236.34,17.7186477644493,241.745554693735,0.298705293316853,141.660905025254,45.0920665552815
"PARL 242-4-7",352,10.1,38.6,84.6,13.7,242,"O. cochinillifera",3.82178217821782,34.8514851485149,4.16075650118203,9.11917098445596,25.6934306569343,8.37623762376238,301.354,23.0316248636859,306.195327982129,0.342477305212739,166.401583862861,52.9672692201898
"PARL 242-4-8",1149,18.2,41.3,96.1,22.1,242,"O. cochinillifera",2.26923076923077,63.1318681318681,11.9562955254943,27.8208232445521,51.9909502262443,5.28021978021978,543.248,75.1799345692475,590.352383499326,0.150726643598616,194.037350622491,61.7640069920493
"PARL 246-1-1",301,13.4,21.6,56.2,14.8,246,"O. ficus-indica",1.61194029850746,22.4626865671642,5.355871886121,13.9351851851852,20.3378378378378,4.19402985074627,229.317,17.3926886792453,227.325644413757,0.0548897959183674,111.469853288054,35.4819563130444
"PARL 246-1-2",595.4,14.5,34.1,78.3,20.3,246,"O. ficus-indica",2.35172413793103,41.0620689655172,7.60408684546616,17.4604105571847,29.3300492610837,5.4,371.976,34.4040094339623,388.340121891868,0.162644583312164,158.955386705161,50.5970710504201
"PARL 246-1-3",517,16.4,25.9,67.2,15.7,246,"O. ficus-indica",1.57926829268293,31.5243902439024,7.69345238095238,19.96138996139,32.9299363057325,4.09756097560976,350.19,29.873820754717,333.6057238847,0.0504390009445087,134.570421009496,42.8350953952373
"PARL 246-1-4",475.9,16.3,28,70.1,15.9,246,"O. ficus-indica",1.71779141104294,29.1963190184049,6.78887303851641,16.9964285714286,29.9308176100629,4.30061349693251,337.208,27.4989386792453,358.455721774595,0.0697532216724671,141.610256246939,45.0759445484206
"PARL 246-1-5",769.4,19.9,33.5,82.2,16.3,246,"O. ficus-indica",1.68341708542714,38.6633165829146,9.36009732360097,22.9671641791045,47.2024539877301,4.13065326633166,490.069,44.4582547169811,523.585685628909,0.0648627417974723,170.492617985207,54.2694858260477
"PARL 246-1-6",361.1,12.6,31.1,71.4,12.3,246,"O. ficus-indica",2.46825396825397,28.6587301587302,5.05742296918767,11.6109324758842,29.3577235772358,5.66666666666667,313.353,20.8654481132075,307.766124308924,0.179217569343715,143.510817114897,45.6809118619857
"PARL 246-1-7",282.5,13.9,26.2,64.4,12.4,246,"O. ficus-indica",1.88489208633094,20.3237410071942,4.38664596273292,10.7824427480916,22.7822580645161,4.63309352517986,285.736,16.3237028301887,286.026303146083,0.0940852357883346,128.95887379383,41.0488844397038
"PARL 246-1-8",747.7,20,31.6,82.5,14.6,246,"O. ficus-indica",1.58,37.385,9.0630303030303,23.6613924050633,51.2123287671233,4.125,538.881,43.2043632075472,496.371639267187,0.0505378282555135,164.160856521422,52.2540235551676
"PARL 246-2-1",346,20,27.4,65,13.6,246,"O. ficus-indica",1.37,17.3,5.32307692307692,12.6277372262774,25.4411764705882,3.25,279.218,19.9929245283019,430.398193541802,0.0243728747173708,149.820232707864,47.6892612212692
"PARL 246-2-2",426.5,15.6,30.6,73.5,15.7,246,"O. ficus-indica",1.96153846153846,27.3397435897436,5.80272108843537,13.937908496732,27.1656050955414,4.71153846153846,332.406,24.6444575471698,374.917667279406,0.105414066453027,148.992454239915,47.4257711513509
"PARL 246-2-3",390.5,13.1,27.6,66.9,16.2,246,"O. ficus-indica",2.10687022900763,29.8091603053435,5.83707025411061,14.1485507246377,24.1049382716049,5.10687022900763,280.901,22.5642688679245,283.968559957981,0.126925004074881,131.953308404171,42.0020425797064
"PARL 246-2-4",609.9,18.1,29.3,75.5,15.2,246,"O. ficus-indica",1.61878453038674,33.6961325966851,8.07814569536424,20.8156996587031,40.125,4.17127071823204,408.747,35.2418632075472,416.520207994569,0.0558315084833271,150.997335572389,48.0639447001027
"PARL 246-2-5",295.5,10.8,25.4,60.2,19.5,246,"O. ficus-indica",2.35185185185185,27.3611111111111,4.90863787375415,11.6338582677165,15.1538461538462,5.57407407407407,209.728,17.0748820754717,215.450424183188,0.162662922377217,118.399400976718,37.6876998491282
"PARL 246-2-6",807.8,20.2,37.6,92.1,13.7,246,"O. ficus-indica",1.86138613861386,39.990099009901,8.77090119435396,21.4840425531915,58.963503649635,4.55940594059406,551.318,46.6771226415094,596.52561306363,0.0906239149435472,185.72186150337,59.1171045969793
"PARL 246-2-7",366,12.2,34.2,77.8,15.4,246,"O. ficus-indica",2.80327868852459,30,4.70437017994859,10.7017543859649,23.7662337662338,6.37704918032787,318.554,21.1485849056604,327.699529695951,0.22480677764566,154.084377279956,49.0465805946832
"PARL 246-2-8",416.4,13.4,36.4,79.3,13,246,"O. ficus-indica",2.71641791044776,31.0746268656716,5.25094577553594,11.4395604395604,32.0307692307692,5.91791044776119,341.545,24.0608490566038,383.085808178739,0.213303011241754,164.911686021466,52.49302000787
"PARL 246-3-1",447,16.6,30.4,73.4,14.4,246,"O. ficus-indica",1.83132530120482,26.9277108433735,6.08991825613079,14.7039473684211,31.0416666666667,4.42168674698795,346.133,25.8290094339623,396.343329176888,0.0862109551833408,150.854746122307,48.0185570684763
"PARL 246-3-2",292.5,14.3,23.6,56.4,12.7,246,"O. ficus-indica",1.65034965034965,20.4545454545455,5.18617021276596,12.3940677966102,23.0314960629921,3.94405594405594,246.713,16.9015330188679,265.056172183371,0.0602126133903273,120.865533888854,38.4726943357043
"PARL 246-3-3",388.3,13.5,32.6,74.7,13,246,"O. ficus-indica",2.41481481481481,28.762962962963,5.19812583668005,11.9110429447853,29.8692307692308,5.53333333333333,307.079,22.4371462264151,345.653731711217,0.1716583302356,151.112300314781,48.1005391141688
"PARL 246-3-4",503.7,16.4,35.2,83,13.2,246,"O. ficus-indica",2.14634146341463,30.7134146341463,6.06867469879518,14.3096590909091,38.1590909090909,5.0609756097561,414.577,29.1053066037736,453.394651766079,0.132744426416682,167.532018551196,53.3270977571718
"PARL 246-3-5",417.9,16.6,28.1,70.1,13.2,246,"O. ficus-indica",1.69277108433735,25.1746987951807,5.96148359486448,14.8718861209964,31.6590909090909,4.22289156626506,337.507,24.1475235849057,366.356827298374,0.066188209740302,142.762655099933,45.4427644961554
"PARL 246-3-6",604.6,18.4,33.5,81.9,15,246,"O. ficus-indica",1.82065217391304,32.8586956521739,7.38217338217338,18.0477611940299,40.3066666666667,4.45108695652174,439.32,34.9356132075472,484.119427918187,0.0846484828909902,166.51776352012,53.0042503536687
"PARL 246-3-7",459.5,13.7,32.7,78.3,14.2,246,"O. ficus-indica",2.38686131386861,33.5401459854015,5.86845466155811,14.0519877675841,32.3591549295775,5.71532846715328,334.573,26.5512971698113,351.850523220423,0.16767612960761,151.947270974909,48.3663185299608
"PARL 246-3-8",452.7,15.4,28.6,68.3,16.7,246,"O. ficus-indica",1.85714285714286,29.3961038961039,6.62811127379209,15.8286713286713,27.1077844311377,4.43506493506493,303.164,26.1583726415094,345.920767086772,0.09,141.358150921414,44.9956969309463
"PARL 246-4-1",790.7,17.6,36,85,15.8,246,"O. ficus-indica",2.04545454545455,44.9261363636364,9.30235294117647,21.9638888888889,50.0443037974684,4.82954545454545,431.254,45.6890330188679,497.628276328623,0.117843617732234,173.387916554404,55.1910879840769
"PARL 246-4-2",434.4,15.6,25.8,64.8,19.1,246,"O. ficus-indica",1.65384615384615,27.8461538461538,6.7037037037037,16.8372093023256,22.7434554973822,4.15384615384615,264.572,25.1009433962264,316.107052804205,0.0607015332913254,132.043279040497,42.0306811227151
"PARL 246-4-3",300.8,13.2,27.4,64.1,13.9,246,"O. ficus-indica",2.07575757575758,22.7878787878788,4.69266770670827,10.978102189781,21.6402877697842,4.85606060606061,250.572,17.3811320754717,284.062807737589,0.122327646873256,131.480107029199,41.8514179038969
"PARL 246-4-4",341.4,11.6,30.1,67.3,14,246,"O. ficus-indica",2.5948275862069,29.4310344827586,5.07280832095097,11.3421926910299,24.3857142857143,5.80172413793103,243.529,19.7271226415094,274.229622731853,0.196820960497789,137.5339164827,43.7784053020191
"PARL 246-4-5",530.7,15.2,29.5,72.1,19.4,246,"O. ficus-indica",1.94078947368421,34.9144736842105,7.36061026352289,17.9898305084746,27.3556701030928,4.74342105263158,324.704,30.6654481132075,352.172536467416,0.102342737314135,144.045754231228,45.8511876346005
"PARL 246-4-6",336.1,14.1,30.5,71.6,10.7,246,"O. ficus-indica",2.16312056737589,23.8368794326241,4.69413407821229,11.0196721311475,31.411214953271,5.07801418439716,305.962,19.4208726415094,337.760480169073,0.135212853666874,144.892796894239,46.1208096882564
"PARL 246-4-7",479.3,12.8,34.2,76.7,16.8,246,"O. ficus-indica",2.671875,37.4453125,6.2490221642764,14.0146198830409,28.5297619047619,5.9921875,303.799,27.6954009433962,343.815900008867,0.207315527387958,155.412219788942,49.4692459925883
"PARL 246-4-8",534.6,16.2,28.1,70.5,15.7,246,"O. ficus-indica",1.73456790123457,33,7.58297872340426,19.0249110320285,34.0509554140127,4.35185185185185,332.518,30.8908018867925,357.528951941786,0.0721583294691948,141.694699933149,45.1028238085671
"PARL 319-1-1",1591.2,19.2,52.3,12.3,20.3,319,"O. cochinillifera",2.72395833333333,82.875,129.365853658537,30.4244741873805,78.384236453202,0.640625,1016.323,109.360824742268,788.665419757182,0.214310724240794,236.829026198537,75.3850203742743
"PARL 319-1-2",881.1,15.1,37.6,85.8,23.7,319,"O. cochinillifera",2.49006622516556,58.3509933774834,10.2692307692308,23.4335106382979,37.1772151898734,5.68211920529801,558.622,60.5567010309278,445.917661250535,0.182282008720731,173.196731675213,55.1302319469417
"PARL 319-1-3",673.2,13.3,39.1,89,19.2,319,"O. cochinillifera",2.93984962406015,50.6165413533835,7.56404494382023,17.2173913043478,35.0625,6.69172932330827,511.394,46.2680412371134,408.430606911575,0.242424683876231,174.757328823931,55.6269854477288
"PARL 319-1-4",627.4,12.2,35.2,81.9,21,319,"O. cochinillifera",2.88524590163934,51.4262295081967,7.66056166056166,17.8238636363636,29.8761904761905,6.71311475409836,444.983,43.1202749140893,337.2813872894,0.235450159340562,157.813854852213,50.2337101762332
"PARL 319-1-5",1204.7,14.4,17.5,102.8,25.5,319,"O. cochinillifera",1.21527777777778,83.6597222222222,11.7188715953307,68.84,47.243137254902,7.13888888888889,768,82.7972508591065,197.920337176157,0.00944369650455479,100.453549905488,31.9753580371736
"PARL 319-1-6",920.5,16.5,42,96.6,20,319,"O. cochinillifera",2.54545454545455,55.7878787878788,9.52898550724638,21.9166666666667,46.025,5.85454545454545,692.703,63.2646048109966,544.280927234432,0.190006574621959,192.622015467245,61.3134918198712
"PARL 319-1-7",1227.9,15.5,43.8,98.6,27.6,319,"O. cochinillifera",2.8258064516129,79.2193548387097,12.4533468559838,28.0342465753425,44.4891304347826,6.36129032258065,713.856,84.3917525773196,533.206813130528,0.227752673831008,197.063930085246,62.7273971563652
"PARL 319-1-8",830.5,14.6,44.6,99.8,21,319,"O. cochinillifera",3.05479452054795,56.8835616438356,8.32164328657315,18.6210762331839,39.5476190476191,6.83561643835616,643.573,57.0790378006873,511.419868077882,0.256802410518627,198.127249067665,63.065862100636
"PARL 319-2-1",1050.7,17.3,45.2,100.5,23.5,319,"O. cochinillifera",2.61271676300578,60.7341040462428,10.4547263681592,23.2455752212389,44.7106382978723,5.80924855491329,555.725,72.213058419244,614.149947850269,0.19927296,206.259544734004,65.6544522086014
"PARL 319-2-2",971.5,16.4,43.2,98.9,22.2,319,"O. cochinillifera",2.63414634146342,59.2378048780488,9.82305358948433,22.4884259259259,43.7612612612613,6.03048780487805,536.166,66.7697594501718,556.438890803824,0.202198099184721,196.829739640763,62.6528520226364
"PARL 319-2-3",1210.2,19.3,44.8,103.2,24.7,319,"O. cochinillifera",2.32124352331606,62.7046632124352,11.7267441860465,27.0133928571429,48.9959514170041,5.34715025906736,614.857,83.1752577319588,679.08666799997,0.158257500346816,209.425460047483,66.6621943517022
"PARL 319-2-4",1230.7,15.6,52.8,115.9,23.1,319,"O. cochinillifera",3.38461538461538,78.8910256410256,10.618636755824,23.3087121212121,53.2770562770563,7.42948717948718,604.193,84.5841924398625,646.91675922721,0.295783317943983,231.091985216105,73.5588635121247
"PARL 319-2-5",1002.5,12.4,47.4,102,32.1,319,"O. cochinillifera",3.82258064516129,80.8467741935484,9.82843137254902,21.1497890295359,31.2305295950156,8.2258064516129,407.113,68.9003436426117,461.625624518484,0.342557689511303,204.332804702031,65.0411518083183
"PARL 319-2-6",1134.4,16.4,48.8,107.4,26.1,319,"O. cochinillifera",2.97560975609756,69.1707317073171,10.5623836126629,23.2459016393443,43.4636015325671,6.54878048780488,582.961,77.9656357388316,628.569858130246,0.246941924799579,217.685242156112,69.291364654603
"PARL 319-2-7",1661.8,17.8,52.6,114.8,26.7,319,"O. cochinillifera",2.95505617977528,93.3595505617977,14.4756097560976,31.5931558935361,62.2397003745318,6.44943820224719,701.061,114.213058419244,735.352592425763,0.244350464876033,234.898513781738,74.7705191866065
"PARL 319-2-8",1285.2,16.2,47.3,107.4,29.1,319,"O. cochinillifera",2.91975308641975,79.3333333333333,11.9664804469274,27.1712473572939,44.1649484536082,6.62962962962963,592.967,88.3298969072165,601.819196684929,0.239868559737119,211.644832546904,67.3686425593925
"PARL 319-3-1",1420.3,17.2,56.1,123.4,20.9,319,"O. cochinillifera",3.26162790697674,82.5755813953488,11.5097244732577,25.3172905525847,67.9569377990431,7.17441860465116,698.025,97.6151202749141,757.846395825466,0.281638001150219,246.799571236207,78.5587434304055
"PARL 319-3-2",1259.9,19.9,48.5,111.3,23.6,319,"O. cochinillifera",2.43718592964824,63.3115577889447,11.3198562443845,25.9773195876289,53.385593220339,5.5929648241206,712.356,86.5910652920962,758.027037403047,0.174831572107657,224.384424005752,71.4237804666864
"PARL 319-3-3",942.8,13.8,51.7,111.8,21.3,319,"O. cochinillifera",3.7463768115942,68.3188405797101,8.43291592128801,18.2359767891683,44.2629107981221,8.10144927536232,530.516,64.7972508591065,560.350173657544,0.334807994872094,223.391378755233,71.1076843460181
"PARL 319-3-4",1350,16.1,51.3,115.3,27.9,319,"O. cochinillifera",3.18633540372671,83.8509316770186,11.7085862966175,26.3157894736842,48.3870967741936,7.16149068322981,610.738,92.7835051546392,648.683905094854,0.27275048648839,226.445758845529,72.0799237249224
"PARL 319-3-5",1221.7,17.7,43.5,105.9,18.7,319,"O. cochinillifera",2.45762711864407,69.0225988700565,11.5363550519358,28.0850574712644,65.331550802139,5.98305084745763,659.612,83.9656357388316,604.717315907865,0.177720107650903,200.907126471449,63.9507245606393
"PARL 319-3-6",961.6,15.3,46.1,104,25.1,319,"O. cochinillifera",3.01307189542484,62.8496732026144,9.24615384615385,20.8590021691974,38.3107569721116,6.79738562091503,528.504,66.0893470790378,553.964886589122,0.251631317043152,205.231968904809,65.3273646633651
"PARL 319-3-7",1253.9,17.1,46.6,105.5,22.1,319,"O. cochinillifera",2.72514619883041,73.327485380117,11.885308056872,26.9077253218884,56.737556561086,6.16959064327485,664.208,86.1786941580756,625.852380484891,0.214469316285867,211.001297803873,67.1637990885828
"PARL 319-3-8",1310.2,18.7,48.6,108.2,24.7,319,"O. cochinillifera",2.59893048128342,70.0641711229947,12.1090573012939,26.9588477366255,53.0445344129555,5.78609625668449,659.167,90.0481099656357,713.785558858869,0.19738413746967,221.997767571676,70.6640841287959
"PARL 319-4-1",1220.6,15.4,54.1,117.6,29.2,319,"O. cochinillifera",3.51298701298701,79.2597402597403,10.3792517006803,22.5619223659889,41.8013698630137,7.63636363636364,606.361,83.8900343642612,654.34662585295,0.310064696444283,235.621174240992,75.0005491551412
"PARL 319-4-2",1009.1,17.1,46.4,105.5,20.6,319,"O. cochinillifera",2.71345029239766,59.0116959064327,9.56492890995261,21.7478448275862,48.9854368932039,6.16959064327485,575.986,69.3539518900344,623.166318766071,0.212905945811892,210.258581447524,66.9273851297267
"PARL 319-4-3",1064.7,16.4,47.2,106,20.1,319,"O. cochinillifera",2.87804878048781,64.9207317073171,10.0443396226415,22.5572033898305,52.9701492537313,6.46341463414634,587.955,73.1752577319588,607.961010322697,0.234523950793086,211.70248143858,67.3869927715404
"PARL 319-4-4",729.7,14.1,38.6,78,23.6,319,"O. cochinillifera",2.73758865248227,51.7517730496454,9.35512820512821,18.9041450777202,30.9194915254237,5.53191489361702,393.432,50.1512027491409,427.460804410695,0.216127952068383,174.635312929744,55.5881465823376
"PARL 319-4-5",495.2,11,35.1,80,21.1,319,"O. cochinillifera",3.19090909090909,45.0181818181818,6.19,14.1082621082621,23.4691943127962,7.27272727272727,297.914,34.0343642611684,303.242230887755,0.273295344930619,154.904000142417,49.3074746547465
"PARL 319-4-6",974.7,12.2,50.2,106.6,21.3,319,"O. cochinillifera",4.11475409836066,79.8934426229508,9.14352720450282,19.4163346613546,45.7605633802817,8.73770491803279,468.784,66.9896907216495,481.009251191133,0.370849769888231,214.674607974246,68.3330500308323
"PARL 319-4-7",1139.2,18.6,41.4,101.1,23.1,319,"O. cochinillifera",2.2258064516129,61.247311827957,11.2680514342235,27.5169082125604,49.3160173160173,5.43548387096774,609.833,78.2955326460481,604.788001742571,0.1444,195.363961242965,62.1862802676626
"PARL 319-4-8",1410.1,16.2,61.3,123.6,20.7,319,"O. cochinillifera",3.78395061728395,87.0432098765432,11.4085760517799,23.0032626427406,68.1207729468599,7.62962962962963,689.465,96.914089347079,779.94750014347,0.338648907388137,264.563072469598,84.2130414862317
"PARL 325-1-1",513.6,17.8,28.4,66.4,16,325,"O. crassa",1.59550561797753,28.8539325842697,7.73493975903614,18.0845070422535,32.1,3.73033707865169,460.352,34.1395894428153,397.034479560678,0.0526414422518318,147.058064390061,46.8100357384088
"PARL 325-1-2",1813.7,23.9,48.7,113.3,25,325,"O. crassa",2.03765690376569,75.8870292887029,16.0079435127979,37.2422997946612,72.548,4.74058577405858,821.59,120.558748778104,914.148484323192,0.116689054329926,234.783208897772,74.733816502115
"PARL 325-1-3",1211.5,18.2,45.2,100.3,18,325,"O. crassa",2.48351648351648,66.5659340659341,12.0787637088734,26.8030973451327,67.3055555555556,5.51098901098901,589.758,80.5298142717498,646.099945137277,0.181363134273403,208.315042468012,66.3087374583644
"PARL 325-1-4",1390,24.3,35.6,92.8,22,325,"O. crassa",1.46502057613169,57.201646090535,14.9784482758621,39.0449438202247,63.1818181818182,3.81893004115226,691.811,92.3949169110459,679.432243191865,0.0355879721628424,189.859405929653,60.4341258923899
"PARL 325-1-5",1284.8,22.1,42.7,103.6,20,325,"O. crassa",1.93212669683258,58.1357466063348,12.4015444015444,30.0889929742389,64.24,4.68778280542986,740.908,85.4021505376344,741.15668485327,0.101061194939796,208.751921683194,66.4478004316252
"PARL 325-1-6",1781.3,26.4,44.9,108.6,29,325,"O. crassa",1.70075757575758,67.4734848484848,16.402394106814,39.6726057906459,61.4241379310345,4.11363636363636,879.41,118.405083088954,930.979566964799,0.0673231451957142,227.78171220425,72.5051708864838
"PARL 325-1-7",1251.5,23.2,37.1,92.1,22,325,"O. crassa",1.59913793103448,53.9439655172414,13.5884907709012,33.733153638814,56.8863636363636,3.9698275862069,665.612,83.188660801564,676.007907199452,0.0531367485403277,191.963037378096,61.1037325793166
"PARL 325-1-8",1670.5,21.2,46.8,105.8,28,325,"O. crassa",2.20754716981132,78.7971698113208,15.789224952741,35.6944444444444,59.6607142857143,4.99056603773585,794.164,111.040078201369,779.240641796412,0.141730103806228,221.267204444134,70.4315386628177
"PARL 325-2-1",1926.8,29.2,43.6,113.2,19.5,325,"O. crassa",1.49315068493151,65.986301369863,17.0212014134276,44.1926605504587,98.8102564102564,3.87671232876712,917.977,128.076637341153,999.906109784559,0.0391257094553798,230.950559856078,73.5138464218708
